feature,coef,int_ci
age_z,0.5147125196906938,
bmi,0.04882170045696669,
asa,-0.0035218392346528663,
preop_htn,0.3243078751408316,
preop_dm,0.47090916450742154,
map_z,20.68641844875409,
ri_mean_clean,10.714410353530544,
ppg_amp_clean,-0.07552996808687519,
age_x_map,2.4575283425423735,-12.8509-7.6191
